node_id,node_type,metric,months,active_months,mean,std,coefficient_of_variation,min,max,lag1_autocorrelation,mean_absolute_monthly_change
CP002,chokepoint,pagerank,60,60,0.02024091372475419,0.005190345552140409,0.2564284213015903,0.01135497524425255,0.03426825751091764,0.5493429827888444,0.003761942151540106
CP002,chokepoint,eigenvector,60,60,0.025210074282090236,0.10837659771841943,4.298940039038776,0.0,0.644052037886591,-0.028613819048758888,0.0452464746776428
CP002,chokepoint,share_monthly_network_flow,60,60,0.021711437793253553,0.013458393476890247,0.6198757357779504,0.002947147882392946,0.07978243373259453,0.7545627352005129,0.006158299179109673
CP003,chokepoint,node_throughput,60,0,0.0,0.0,,0.0,0.0,,0.0
CP003,chokepoint,total_voyages,60,0,0.0,0.0,,0.0,0.0,,0.0
CP003,chokepoint,total_route_exposure,60,0,0.0,0.0,,0.0,0.0,,0.0
CP003,chokepoint,total_degree,60,0,0.0,0.0,,0.0,0.0,,0.0
CP003,chokepoint,total_strength,60,0,0.0,0.0,,0.0,0.0,,0.0
CP003,chokepoint,betweenness,60,0,0.0,0.0,,0.0,0.0,,0.0
CP003,chokepoint,pagerank,60,0,0.0,0.0,,0.0,0.0,,0.0
CP003,chokepoint,eigenvector,60,0,0.0,0.0,,0.0,0.0,,0.0
CP003,chokepoint,share_monthly_network_flow,60,0,0.0,0.0,,0.0,0.0,,0.0
CP004,chokepoint,node_throughput,60,60,2877634.1166666667,1212199.954519742,0.42124881252238716,325900.0,5350661.0,0.4958577118784815,953777.3220338983
CP004,chokepoint,total_voyages,60,60,14.8,6.128012922055676,0.41405492716592407,2.0,27.0,0.4908615368643699,4.830508474576271
CP004,chokepoint,total_route_exposure,60,60,10.1,4.221414334444186,0.4179618152915036,1.0,18.0,0.4274386268140762,3.711864406779661
CP004,chokepoint,total_degree,60,60,4.133333333333334,1.227739643722708,0.29703378477162284,2.0,7.0,0.1459589867310011,1.2203389830508475
CP004,chokepoint,total_strength,60,60,5755268.233333333,2424399.909039484,0.42124881252238716,651800.0,10701322.0,0.4958577118784815,1907554.6440677966
CP004,chokepoint,betweenness,60,60,0.028024454498987918,0.014106998456059658,0.5033817324283376,0.001295816364309515,0.07203751065643649,0.3618349830520721,0.010718391919721869
CP004,chokepoint,pagerank,60,60,0.01744576792296438,0.00391175462409705,0.2242236994880513,0.009183511261464088,0.02641349373594608,0.296123282519306,0.0034062533885629892
CP004,chokepoint,eigenvector,60,60,0.22688190070438238,0.12480940930561928,0.5501073859048841,0.0,0.4706941745321902,0.38890395052853427,0.0927516944559487
CP004,chokepoint,share_monthly_network_flow,60,60,0.03339094717312234,0.012882367327516846,0.3858041900017248,0.005865353864051572,0.06523492454031968,0.5836184773320094,0.009051943294021956
CP005,chokepoint,node_throughput,60,60,4060342.8333333335,1411935.2410151877,0.3477379371574053,599352.0,6586657.0,0.7690339856494592,742665.8474576271
CP005,chokepoint,total_voyages,60,60,20.283333333333335,7.535434185339417,0.3715086697784429,3.0,35.0,0.7860555428791866,3.76271186440678
