country,period_month,outgoing_flow,outgoing_voyages,active_export_terminals,destination_countries,incoming_flow,incoming_voyages,active_import_terminals,origin_countries,throughput,voyage_count,export_share,country_role,active,year,month
Malta,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Mexico,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Mozambique,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Netherlands,2021-09-01,0,0,0,0,172717,1,1,1,172717,1,0,importer,1,2021,9
Nigeria,2021-09-01,1875684,12,1,8,0,0,0,0,1875684,12,1,exporter,1,2021,9
Norway,2021-09-01,22969,1,1,1,0,0,0,0,22969,1,1,exporter,1,2021,9
Oman,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Pakistan,2021-09-01,0,0,0,0,210168,1,1,1,210168,1,0,importer,1,2021,9
Panama,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Peru,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Philippines,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Poland,2021-09-01,0,0,0,0,217000,1,1,1,217000,1,0,importer,1,2021,9
Portugal,2021-09-01,0,0,0,0,468214,3,1,2,468214,3,0,importer,1,2021,9
Qatar,2021-09-01,8433223,38,1,16,0,0,0,0,8433223,38,1,exporter,1,2021,9
Russia,2021-09-01,1784001,14,2,6,0,0,0,0,1784001,14,1,exporter,1,2021,9
South Korea,2021-09-01,0,0,0,0,3150087,15,4,4,3150087,15,0,importer,1,2021,9
Spain,2021-09-01,0,0,0,0,2027593,12,5,5,2027593,12,0,importer,1,2021,9
Sweden,2021-09-01,0,0,0,0,68907,3,1,2,68907,3,0,importer,1,2021,9
Taiwan,2021-09-01,0,0,0,0,817690,5,2,3,817690,5,0,importer,1,2021,9
Thailand,2021-09-01,0,0,0,0,517200,3,1,3,517200,3,0,importer,1,2021,9
Trinidad and Tobago,2021-09-01,138059,1,1,1,0,0,0,0,138059,1,1,exporter,1,2021,9
Turkmenistan,2021-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,9
Türkiye,2021-09-01,0,0,0,0,1373100,8,2,4,1373100,8,0,importer,1,2021,9
United Arab Emirates,2021-09-01,542590,4,1,3,426000,2,1,1,968590,6,0.560185424173,bidirectional,1,2021,9
United Kingdom,2021-09-01,0,0,0,0,983758,5,2,3,983758,5,0,importer,1,2021,9
United States,2021-09-01,5512687,32,4,12,138059,1,1,1,5650746,33,0.975568004649,exporter,1,2021,9
Algeria,2021-10-01,1002766,9,2,4,0,0,0,0,1002766,9,1,exporter,1,2021,10
Argentina,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Australia,2021-10-01,3019035,19,4,4,0,0,0,0,3019035,19,1,exporter,1,2021,10
Bangladesh,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Belgium,2021-10-01,0,0,0,0,1273070,7,1,2,1273070,7,0,importer,1,2021,10
Brazil,2021-10-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2021,10
Cameroon,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Canada,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Chile,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
China,2021-10-01,0,0,0,0,2798634,16,8,6,2798634,16,0,importer,1,2021,10
Colombia,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Croatia,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Egypt,2021-10-01,175000,1,1,1,0,0,0,0,175000,1,1,exporter,1,2021,10
El Salvador,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Equatorial Guinea,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Finland,2021-10-01,0,0,0,0,36000,2,1,1,36000,2,0,importer,1,2021,10
France,2021-10-01,0,0,0,0,2327999,16,3,4,2327999,16,0,importer,1,2021,10
Germany,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Gibraltar,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Greece,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Hong Kong,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
India,2021-10-01,0,0,0,0,845000,5,4,3,845000,5,0,importer,1,2021,10
Indonesia,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Italy,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Jamaica,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Japan,2021-10-01,0,0,0,0,2820809,17,6,5,2820809,17,0,importer,1,2021,10
Jordan,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Kuwait,2021-10-01,0,0,0,0,1190948,6,1,2,1190948,6,0,importer,1,2021,10
Lithuania,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Malaysia,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Malta,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Mexico,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Mozambique,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Netherlands,2021-10-01,0,0,0,0,796214,5,1,2,796214,5,0,importer,1,2021,10
Nigeria,2021-10-01,1699011,11,1,5,0,0,0,0,1699011,11,1,exporter,1,2021,10
Norway,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Oman,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Pakistan,2021-10-01,0,0,0,0,1054944,5,1,1,1054944,5,0,importer,1,2021,10
Panama,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Peru,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Philippines,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Poland,2021-10-01,0,0,0,0,210100,1,1,1,210100,1,0,importer,1,2021,10
Portugal,2021-10-01,0,0,0,0,669317,4,1,3,669317,4,0,importer,1,2021,10
Qatar,2021-10-01,7365207,34,1,14,0,0,0,0,7365207,34,1,exporter,1,2021,10
Russia,2021-10-01,3583248,24,2,11,0,0,0,0,3583248,24,1,exporter,1,2021,10
South Korea,2021-10-01,0,0,0,0,3076378,17,4,5,3076378,17,0,importer,1,2021,10
Spain,2021-10-01,0,0,0,0,2684225,17,6,5,2684225,17,0,importer,1,2021,10
Sweden,2021-10-01,0,0,0,0,18000,1,1,1,18000,1,0,importer,1,2021,10
Taiwan,2021-10-01,0,0,0,0,1289262,8,2,5,1289262,8,0,importer,1,2021,10
Thailand,2021-10-01,0,0,0,0,216200,1,1,1,216200,1,0,importer,1,2021,10
Trinidad and Tobago,2021-10-01,138059,1,1,1,0,0,0,0,138059,1,1,exporter,1,2021,10
Turkmenistan,2021-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,10
Türkiye,2021-10-01,0,0,0,0,1161266,7,2,3,1161266,7,0,importer,1,2021,10
United Arab Emirates,2021-10-01,407000,3,1,3,210100,1,1,1,617100,4,0.659536541889,bidirectional,1,2021,10
United Kingdom,2021-10-01,0,0,0,0,2038043,9,2,3,2038043,9,0,importer,1,2021,10
United States,2021-10-01,7639242,45,4,13,138059,1,1,1,7777301,46,0.982248468974,exporter,1,2021,10
Algeria,2021-11-01,576500,5,2,3,0,0,0,0,576500,5,1,exporter,1,2021,11
Argentina,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Australia,2021-11-01,2138851,14,5,5,0,0,0,0,2138851,14,1,exporter,1,2021,11
Bangladesh,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Belgium,2021-11-01,0,0,0,0,731400,4,1,2,731400,4,0,importer,1,2021,11
Brazil,2021-11-01,0,0,0,0,172000,1,1,1,172000,1,0,importer,1,2021,11
Cameroon,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Canada,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Chile,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
China,2021-11-01,0,0,0,0,2410497,12,8,5,2410497,12,0,importer,1,2021,11
Colombia,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Croatia,2021-11-01,0,0,0,0,145663,1,1,1,145663,1,0,importer,1,2021,11
Egypt,2021-11-01,354000,2,1,2,0,0,0,0,354000,2,1,exporter,1,2021,11
El Salvador,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Equatorial Guinea,2021-11-01,159800,1,1,1,0,0,0,0,159800,1,1,exporter,1,2021,11
Finland,2021-11-01,0,0,0,0,18000,1,1,1,18000,1,0,importer,1,2021,11
France,2021-11-01,0,0,0,0,1966265,12,3,4,1966265,12,0,importer,1,2021,11
Germany,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Gibraltar,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Greece,2021-11-01,0,0,0,0,75500,1,1,1,75500,1,0,importer,1,2021,11
Hong Kong,2021-11-01,0,0,0,0,177000,1,1,1,177000,1,0,importer,1,2021,11
India,2021-11-01,0,0,0,0,747200,4,2,3,747200,4,0,importer,1,2021,11
Indonesia,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Italy,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Jamaica,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Japan,2021-11-01,0,0,0,0,3015750,18,8,6,3015750,18,0,importer,1,2021,11
Jordan,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Kuwait,2021-11-01,0,0,0,0,454700,3,1,3,454700,3,0,importer,1,2021,11
Lithuania,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Malaysia,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Malta,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Mexico,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Mozambique,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Netherlands,2021-11-01,0,0,0,0,1123000,6,1,3,1123000,6,0,importer,1,2021,11
Nigeria,2021-11-01,1411014,9,1,5,0,0,0,0,1411014,9,1,exporter,1,2021,11
Norway,2021-11-01,0,0,0,0,22969,1,1,1,22969,1,0,importer,1,2021,11
Oman,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Pakistan,2021-11-01,0,0,0,0,365800,2,1,2,365800,2,0,importer,1,2021,11
Panama,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Peru,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Philippines,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Poland,2021-11-01,0,0,0,0,599420,3,1,2,599420,3,0,importer,1,2021,11
Portugal,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Qatar,2021-11-01,4582386,21,1,11,0,0,0,0,4582386,21,1,exporter,1,2021,11
Russia,2021-11-01,4118172,28,3,12,0,0,0,0,4118172,28,1,exporter,1,2021,11
South Korea,2021-11-01,0,0,0,0,1755640,10,5,4,1755640,10,0,importer,1,2021,11
Spain,2021-11-01,0,0,0,0,2230484,14,6,6,2230484,14,0,importer,1,2021,11
Sweden,2021-11-01,0,0,0,0,40969,2,2,1,40969,2,0,importer,1,2021,11
Taiwan,2021-11-01,0,0,0,0,798721,5,1,3,798721,5,0,importer,1,2021,11
Thailand,2021-11-01,0,0,0,0,167000,1,1,1,167000,1,0,importer,1,2021,11
Trinidad and Tobago,2021-11-01,309000,2,1,2,0,0,0,0,309000,2,1,exporter,1,2021,11
Turkmenistan,2021-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,11
Türkiye,2021-11-01,0,0,0,0,1363520,8,3,2,1363520,8,0,importer,1,2021,11
United Arab Emirates,2021-11-01,407490,3,1,3,0,0,0,0,407490,3,1,exporter,1,2021,11
United Kingdom,2021-11-01,0,0,0,0,1374000,8,2,2,1374000,8,0,importer,1,2021,11
United States,2021-11-01,5833285,34,4,12,135000,1,1,1,5968285,35,0.977380436759,exporter,1,2021,11
Algeria,2021-12-01,717500,7,2,4,0,0,0,0,717500,7,1,exporter,1,2021,12
Argentina,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Australia,2021-12-01,2372518,15,4,4,0,0,0,0,2372518,15,1,exporter,1,2021,12
Bangladesh,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Belgium,2021-12-01,0,0,0,0,1461500,8,1,2,1461500,8,0,importer,1,2021,12
Brazil,2021-12-01,0,0,0,0,160000,1,1,1,160000,1,0,importer,1,2021,12
Cameroon,2021-12-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2021,12
Canada,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Chile,2021-12-01,0,0,0,0,138120,1,1,1,138120,1,0,importer,1,2021,12
China,2021-12-01,0,0,0,0,3146473,16,8,4,3146473,16,0,importer,1,2021,12
Colombia,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Croatia,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Egypt,2021-12-01,515062,3,2,3,0,0,0,0,515062,3,1,exporter,1,2021,12
El Salvador,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Equatorial Guinea,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Finland,2021-12-01,0,0,0,0,36000,2,1,1,36000,2,0,importer,1,2021,12
France,2021-12-01,0,0,0,0,2758762,18,3,4,2758762,18,0,importer,1,2021,12
Germany,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Gibraltar,2021-12-01,0,0,0,0,154948,1,1,1,154948,1,0,importer,1,2021,12
Greece,2021-12-01,0,0,0,0,75500,1,1,1,75500,1,0,importer,1,2021,12
Hong Kong,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
India,2021-12-01,0,0,0,0,925000,5,3,3,925000,5,0,importer,1,2021,12
Indonesia,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Italy,2021-12-01,0,0,0,0,327062,2,1,2,327062,2,0,importer,1,2021,12
Jamaica,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Japan,2021-12-01,0,0,0,0,1872697,12,6,5,1872697,12,0,importer,1,2021,12
Jordan,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Kuwait,2021-12-01,0,0,0,0,555252,3,1,2,555252,3,0,importer,1,2021,12
Lithuania,2021-12-01,0,0,0,0,22969,1,1,1,22969,1,0,importer,1,2021,12
Malaysia,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Malta,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Mexico,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Mozambique,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Netherlands,2021-12-01,0,0,0,0,1373723,8,1,2,1373723,8,0,importer,1,2021,12
Nigeria,2021-12-01,1889674,12,1,7,0,0,0,0,1889674,12,1,exporter,1,2021,12
Norway,2021-12-01,22969,1,1,1,0,0,0,0,22969,1,1,exporter,1,2021,12
Oman,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Pakistan,2021-12-01,0,0,0,0,852736,4,1,1,852736,4,0,importer,1,2021,12
Panama,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Peru,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Philippines,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Poland,2021-12-01,0,0,0,0,382166,2,1,2,382166,2,0,importer,1,2021,12
Portugal,2021-12-01,0,0,0,0,479000,3,1,2,479000,3,0,importer,1,2021,12
Qatar,2021-12-01,6636169,31,1,11,0,0,0,0,6636169,31,1,exporter,1,2021,12
Russia,2021-12-01,3509338,25,3,8,0,0,0,0,3509338,25,1,exporter,1,2021,12
South Korea,2021-12-01,0,0,0,0,3267833,17,4,5,3267833,17,0,importer,1,2021,12
Spain,2021-12-01,0,0,0,0,2439978,15,6,5,2439978,15,0,importer,1,2021,12
Sweden,2021-12-01,0,0,0,0,63938,3,2,1,63938,3,0,importer,1,2021,12
Taiwan,2021-12-01,0,0,0,0,1042104,7,2,4,1042104,7,0,importer,1,2021,12
Thailand,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Trinidad and Tobago,2021-12-01,138000,1,1,1,0,0,0,0,138000,1,1,exporter,1,2021,12
Turkmenistan,2021-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2021,12
Türkiye,2021-12-01,0,0,0,0,1215490,7,2,5,1215490,7,0,importer,1,2021,12
United Arab Emirates,2021-12-01,405000,3,1,3,0,0,0,0,405000,3,1,exporter,1,2021,12
United Kingdom,2021-12-01,0,0,0,0,2236844,13,2,4,2236844,13,0,importer,1,2021,12
United States,2021-12-01,8607865,51,5,16,0,0,0,0,8607865,51,1,exporter,1,2021,12
Algeria,2022-01-01,1044558,8,2,3,0,0,0,0,1044558,8,1,exporter,1,2022,1
Argentina,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Australia,2022-01-01,2839897,18,4,5,0,0,0,0,2839897,18,1,exporter,1,2022,1
Bangladesh,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Belgium,2022-01-01,0,0,0,0,1842800,11,1,3,1842800,11,0,importer,1,2022,1
Brazil,2022-01-01,0,0,0,0,349000,2,2,1,349000,2,0,importer,1,2022,1
Cameroon,2022-01-01,170000,1,1,1,0,0,0,0,170000,1,1,exporter,1,2022,1
Canada,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Chile,2022-01-01,0,0,0,0,160000,1,1,1,160000,1,0,importer,1,2022,1
China,2022-01-01,0,0,0,0,2088871,10,5,3,2088871,10,0,importer,1,2022,1
Colombia,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Croatia,2022-01-01,0,0,0,0,149700,1,1,1,149700,1,0,importer,1,2022,1
Egypt,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
El Salvador,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Equatorial Guinea,2022-01-01,819562,5,1,5,0,0,0,0,819562,5,1,exporter,1,2022,1
Finland,2022-01-01,0,0,0,0,36000,2,1,1,36000,2,0,importer,1,2022,1
France,2022-01-01,0,0,0,0,3174940,20,3,4,3174940,20,0,importer,1,2022,1
Germany,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Gibraltar,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Greece,2022-01-01,0,0,0,0,249500,2,1,2,249500,2,0,importer,1,2022,1
Hong Kong,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
India,2022-01-01,0,0,0,0,888833,6,3,4,888833,6,0,importer,1,2022,1
Indonesia,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Italy,2022-01-01,0,0,0,0,334800,2,1,2,334800,2,0,importer,1,2022,1
Jamaica,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Japan,2022-01-01,0,0,0,0,3111760,19,6,7,3111760,19,0,importer,1,2022,1
Jordan,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Kuwait,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Lithuania,2022-01-01,0,0,0,0,18000,1,1,1,18000,1,0,importer,1,2022,1
Malaysia,2022-01-01,160000,1,1,1,0,0,0,0,160000,1,1,exporter,1,2022,1
Malta,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Mexico,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Mozambique,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Netherlands,2022-01-01,0,0,0,0,693000,4,1,2,693000,4,0,importer,1,2022,1
Nigeria,2022-01-01,1958157,13,1,7,0,0,0,0,1958157,13,1,exporter,1,2022,1
Norway,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Oman,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Pakistan,2022-01-01,0,0,0,0,490908,3,1,1,490908,3,0,importer,1,2022,1
Panama,2022-01-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2022,1
Peru,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Philippines,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Poland,2022-01-01,0,0,0,0,216200,1,1,1,216200,1,0,importer,1,2022,1
Portugal,2022-01-01,0,0,0,0,909420,6,1,3,909420,6,0,importer,1,2022,1
Qatar,2022-01-01,5503048,27,1,10,0,0,0,0,5503048,27,1,exporter,1,2022,1
Russia,2022-01-01,3811800,25,3,8,0,0,0,0,3811800,25,1,exporter,1,2022,1
South Korea,2022-01-01,0,0,0,0,1686700,9,4,4,1686700,9,0,importer,1,2022,1
Spain,2022-01-01,0,0,0,0,2527000,15,6,4,2527000,15,0,importer,1,2022,1
Sweden,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Taiwan,2022-01-01,0,0,0,0,804948,5,1,2,804948,5,0,importer,1,2022,1
Thailand,2022-01-01,0,0,0,0,912026,5,1,4,912026,5,0,importer,1,2022,1
Trinidad and Tobago,2022-01-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2022,1
Turkmenistan,2022-01-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,1
Türkiye,2022-01-01,0,0,0,0,1558723,9,2,2,1558723,9,0,importer,1,2022,1
United Arab Emirates,2022-01-01,407000,3,1,3,0,0,0,0,407000,3,1,exporter,1,2022,1
United Kingdom,2022-01-01,0,0,0,0,2564680,14,2,3,2564680,14,0,importer,1,2022,1
United States,2022-01-01,8053787,47,4,13,0,0,0,0,8053787,47,1,exporter,1,2022,1
Algeria,2022-02-01,472000,5,2,2,0,0,0,0,472000,5,1,exporter,1,2022,2
Argentina,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Australia,2022-02-01,2496946,16,4,5,0,0,0,0,2496946,16,1,exporter,1,2022,2
Bangladesh,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Belgium,2022-02-01,0,0,0,0,689000,4,1,2,689000,4,0,importer,1,2022,2
Brazil,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Cameroon,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Canada,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Chile,2022-02-01,0,0,0,0,172000,1,1,1,172000,1,0,importer,1,2022,2
China,2022-02-01,0,0,0,0,1440736,8,6,4,1440736,8,0,importer,1,2022,2
Colombia,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Croatia,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Egypt,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
El Salvador,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Equatorial Guinea,2022-02-01,346000,2,1,2,0,0,0,0,346000,2,1,exporter,1,2022,2
Finland,2022-02-01,0,0,0,0,18000,1,1,1,18000,1,0,importer,1,2022,2
France,2022-02-01,0,0,0,0,3179300,21,3,4,3179300,21,0,importer,1,2022,2
Germany,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Gibraltar,2022-02-01,0,0,0,0,338000,2,1,1,338000,2,0,importer,1,2022,2
Greece,2022-02-01,0,0,0,0,353482,2,1,1,353482,2,0,importer,1,2022,2
Hong Kong,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
India,2022-02-01,0,0,0,0,463900,3,2,2,463900,3,0,importer,1,2022,2
Indonesia,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Italy,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Jamaica,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Japan,2022-02-01,0,0,0,0,2098283,13,7,4,2098283,13,0,importer,1,2022,2
Jordan,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Kuwait,2022-02-01,0,0,0,0,426300,2,1,1,426300,2,0,importer,1,2022,2
Lithuania,2022-02-01,0,0,0,0,45938,2,1,1,45938,2,0,importer,1,2022,2
Malaysia,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Malta,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Mexico,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Mozambique,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Netherlands,2022-02-01,0,0,0,0,1212400,7,1,2,1212400,7,0,importer,1,2022,2
Nigeria,2022-02-01,1943466,13,1,6,0,0,0,0,1943466,13,1,exporter,1,2022,2
Norway,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Oman,2022-02-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2022,2
Pakistan,2022-02-01,0,0,0,0,492454,3,1,1,492454,3,0,importer,1,2022,2
Panama,2022-02-01,0,0,0,0,175113,1,1,1,175113,1,0,importer,1,2022,2
Peru,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Philippines,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Poland,2022-02-01,0,0,0,0,349000,2,1,1,349000,2,0,importer,1,2022,2
Portugal,2022-02-01,0,0,0,0,800300,5,1,3,800300,5,0,importer,1,2022,2
Qatar,2022-02-01,3879224,19,1,8,0,0,0,0,3879224,19,1,exporter,1,2022,2
Russia,2022-02-01,2812938,19,2,7,0,0,0,0,2812938,19,1,exporter,1,2022,2
South Korea,2022-02-01,0,0,0,0,1749215,10,4,4,1749215,10,0,importer,1,2022,2
Spain,2022-02-01,0,0,0,0,2499724,15,6,4,2499724,15,0,importer,1,2022,2
Sweden,2022-02-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,2
Taiwan,2022-02-01,0,0,0,0,311262,2,2,2,311262,2,0,importer,1,2022,2
Thailand,2022-02-01,0,0,0,0,1195220,6,1,3,1195220,6,0,importer,1,2022,2
Trinidad and Tobago,2022-02-01,305217,2,1,2,0,0,0,0,305217,2,1,exporter,1,2022,2
